0.000000000000000000e+00 0.000000000000000000e+00
4.318189053612553107e+04 1.189075915573842067e+05
4.318189053612553107e+04 1.189075915573842067e+05
4.318489913198570866e+04 1.189097774302261969e+05
4.318489913198570866e+04 1.189097774302261969e+05
4.318391841816956730e+04 1.189048004172019573e+05
4.318391841816956730e+04 1.189048004172019573e+05
4.318692701402974490e+04 1.189069862900439475e+05
4.318692701402974490e+04 1.189069862900439475e+05
4.318448559164576000e+04 1.189073447342176805e+05
4.318448559164576000e+04 1.189073447342176805e+05
4.318449500375039497e+04 1.189073286757123569e+05
4.318449500375039497e+04 1.189073286757123569e+05
4.318450110215946188e+04 1.189073110894994752e+05
4.318450110215946188e+04 1.189073110894994752e+05
4.318450365242711268e+04 1.189072926514562860e+05
4.318450365242711268e+04 1.189072926514562860e+05
4.318450255665984150e+04 1.189072740701706643e+05
4.318450255665984150e+04 1.189072740701706643e+05
4.318449785686341056e+04 1.189072560597071861e+05
4.318449785686341056e+04 1.189072560597071861e+05
4.318448973374605703e+04 1.189072393121621135e+05
4.318448973374605703e+04 1.189072393121621135e+05
4.318447849937572028e+04 1.189072244711917883e+05
4.318447849937572028e+04 1.189072244711917883e+05
4.318446458558123413e+04 1.189072121071459551e+05
4.318446458558123413e+04 1.189072121071459551e+05
4.318444852707591781e+04 1.189072026950413274e+05
4.318444852707591781e+04 1.189072026950413274e+05
4.318443094086303608e+04 1.189071965966322605e+05
4.318443094086303608e+04 1.189071965966322605e+05
4.318441250281984685e+04 1.189071940463646024e+05
4.318441250281984685e+04 1.189071940463646024e+05
4.318439392153422523e+04 1.189071951421318809e+05
4.318439392153422523e+04 1.189071951421318809e+05
4.318437591107075423e+04 1.189071998419283045e+05
4.318437591107075423e+04 1.189071998419283045e+05
4.318435916352566710e+04 1.189072079650456581e+05
4.318435916352566710e+04 1.189072079650456581e+05
4.318434432255535648e+04 1.189072191994159948e+05
4.318434432255535648e+04 1.189072191994159948e+05
4.318433195850951597e+04 1.189072331132104737e+05
4.318433195850951597e+04 1.189072331132104737e+05
4.318432254634610581e+04 1.189072491717966914e+05
4.318432254634610581e+04 1.189072491717966914e+05
4.318431644807671546e+04 1.189072667579874542e+05
4.318431644807671546e+04 1.189072667579874542e+05
4.318431389772816328e+04 1.189072851959718682e+05
4.318431389772816328e+04 1.189072851959718682e+05
4.318431499357633584e+04 1.189073037773162650e+05
4.318431499357633584e+04 1.189073037773162650e+05
4.318431969337276678e+04 1.189073217877797433e+05
4.318431969337276678e+04 1.189073217877797433e+05
4.318432781649012031e+04 1.189073385353248304e+05
4.318432781649012031e+04 1.189073385353248304e+05
4.318433905086045706e+04 1.189073533762951411e+05
4.318433905086045706e+04 1.189073533762951411e+05
4.318435296465494321e+04 1.189073657403409743e+05
4.318435296465494321e+04 1.189073657403409743e+05
4.318436902316025953e+04 1.189073751524456165e+05
4.318436902316025953e+04 1.189073751524456165e+05
4.318438660943191644e+04 1.189073812507737748e+05
4.318438660943191644e+04 1.189073812507737748e+05
4.318440504747511295e+04 1.189073838010414329e+05
4.318440504747511295e+04 1.189073838010414329e+05
4.318442362876072730e+04 1.189073827052741544e+05
4.318442362876072730e+04 1.189073827052741544e+05
4.318444163922420557e+04 1.189073780054777308e+05
4.318444163922420557e+04 1.189073780054777308e+05
4.318445838668838405e+04 1.189073698823015875e+05
4.318445838668838405e+04 1.189073698823015875e+05
4.318447322765870194e+04 1.189073586479312653e+05
4.318447322765870194e+04 1.189073586479312653e+05
4.318311454740548652e+04 1.189063290848674224e+05
4.318311454740548652e+04 1.189063290848674224e+05
4.318312395951011422e+04 1.189063130263621133e+05
4.318312395951011422e+04 1.189063130263621133e+05
4.318313005783827975e+04 1.189062954400904564e+05
4.318313005783827975e+04 1.189062954400904564e+05
4.318313260818683193e+04 1.189062770021060423e+05
4.318313260818683193e+04 1.189062770021060423e+05
4.318313151227988419e+04 1.189062584208425396e+05
4.318313151227988419e+04 1.189062584208425396e+05
4.318312681262312981e+04 1.189062404103569424e+05
4.318312681262312981e+04 1.189062404103569424e+05
4.318311868936609972e+04 1.189062236628339888e+05
4.318311868936609972e+04 1.189062236628339888e+05
4.318310745521634817e+04 1.189062088219003199e+05
4.318310745521634817e+04 1.189062088219003199e+05
4.318309354126005928e+04 1.189061964577369217e+05
4.318309354126005928e+04 1.189061964577369217e+05
4.318307748283564433e+04 1.189061870456910692e+05
4.318307748283564433e+04 1.189061870456910692e+05
4.318305989656398015e+04 1.189061809473629110e+05
4.318305989656398015e+04 1.189061809473629110e+05
4.318304145857956610e+04 1.189061783970143588e+05
4.318304145857956610e+04 1.189061783970143588e+05
4.318302287715426792e+04 1.189061794928037561e+05
4.318302287715426792e+04 1.189061794928037561e+05
4.318300486674957210e+04 1.189061841925192857e+05
4.318300486674957210e+04 1.189061841925192857e+05
4.318298811928539362e+04 1.189061923156954144e+05
4.318298811928539362e+04 1.189061923156954144e+05
4.318297327831507573e+04 1.189062035500657512e+05
4.318297327831507573e+04 1.189062035500657512e+05
4.318296091412955866e+04 1.189062174638823490e+05
4.318296091412955866e+04 1.189062174638823490e+05
4.318295150210582506e+04 1.189062335224464478e+05
4.318295150210582506e+04 1.189062335224464478e+05
4.318294540369675815e+04 1.189062511086593295e+05
4.318294540369675815e+04 1.189062511086593295e+05
4.318294285342910734e+04 1.189062695467025187e+05
4.318294285342910734e+04 1.189062695467025187e+05
4.318294394933606236e+04 1.189062881279660214e+05
4.318294394933606236e+04 1.189062881279660214e+05
4.318294864905158465e+04 1.189063061383707100e+05
4.318294864905158465e+04 1.189063061383707100e+05
4.318295677216894546e+04 1.189063228859157971e+05
4.318295677216894546e+04 1.189063228859157971e+05
4.318296800653927494e+04 1.189063377268861223e+05
4.318296800653927494e+04 1.189063377268861223e+05
4.318298192043678864e+04 1.189063500911304145e+05
4.318298192043678864e+04 1.189063500911304145e+05
4.318299797891997878e+04 1.189063595030953584e+05
4.318299797891997878e+04 1.189063595030953584e+05
4.318301556519164296e+04 1.189063656014235312e+05
4.318301556519164296e+04 1.189063656014235312e+05
4.318303400315393083e+04 1.189063681516323995e+05
4.318303400315393083e+04 1.189063681516323995e+05
4.318305258435864380e+04 1.189063670558063459e+05
4.318305258435864380e+04 1.189063670558063459e+05
4.318307059490302345e+04 1.189063623560686974e+05
4.318307059490302345e+04 1.189063623560686974e+05
4.318308734236720920e+04 1.189063542328925687e+05
